"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
7.828910600E-1,-3.064800054E-2,1.113399956E-2,4.027079940E-1
7.968965880E-1,-4.664799944E-2,-1.211200003E-2,2.445939928E-1
8.109014240E-1,1.932800002E-2,3.577899933E-2,5.899700150E-2
8.249070310E-1,1.932800002E-2,3.577899933E-2,5.899700150E-2
8.389133420E-1,6.537999958E-3,7.115700096E-2,9.472700208E-2
8.529189830E-1,5.165300146E-2,8.783999830E-3,2.676900029E-1
8.669238520E-1,5.165300146E-2,8.783999830E-3,2.676900029E-1
8.809294710E-1,5.848899856E-2,-2.587099932E-2,3.604759872E-1
8.949357840E-1,7.085499913E-2,-6.589999888E-3,2.551450133E-1
9.089414050E-1,1.137000024E-1,5.038999952E-3,1.709090024E-1
9.229462560E-1,1.137000024E-1,5.038999952E-3,1.709090024E-1
9.369517840E-1,1.431770027E-1,3.453999991E-3,1.878399998E-1
9.509581690E-1,9.248799831E-2,-9.607999586E-3,2.228620052E-1
9.649637700E-1,9.248799831E-2,-9.607999586E-3,2.228620052E-1
9.789685310E-1,5.236700177E-2,2.706100047E-2,2.107560039E-1
9.929741410E-1,7.109200209E-2,4.247200117E-2,2.104710042E-1
1.006980502E0,7.109200209E-2,4.247200117E-2,2.104710042E-1
1.020986122E0,5.210499838E-2,4.537200183E-2,1.992979944E-1
1.034990915E0,3.598999977E-2,1.988100074E-2,2.442220002E-1
1.048996516E0,4.712000024E-3,-1.217999961E-2,2.371460050E-1
1.063002905E0,4.712000024E-3,-1.217999961E-2,2.371460050E-1
1.077008478E0,-4.060000065E-4,-4.696400091E-2,2.967570126E-1
1.091013285E0,-2.691200003E-2,-3.945700079E-2,2.455340028E-1
1.105018934E0,-2.691200003E-2,-3.945700079E-2,2.455340028E-1
1.119025333E0,-1.930099912E-2,-1.246500015E-2,1.543069929E-1
1.133030843E0,-7.818000391E-3,-6.000000212E-6,2.001229972E-1
1.147035694E0,-7.818000391E-3,-6.000000212E-6,2.001229972E-1
1.161041295E0,-1.875700057E-2,-5.915000103E-3,2.239229977E-1
1.175047665E0,-2.668100037E-2,9.872999974E-3,2.669009864E-1
1.189053184E0,1.975099929E-2,1.770599931E-2,2.359910011E-1
1.203058036E0,1.975099929E-2,1.770599931E-2,2.359910011E-1
1.217063646E0,2.325000055E-2,2.362699993E-2,2.381689996E-1
1.231070026E0,4.301699996E-2,1.826200075E-2,1.951519996E-1
1.245075559E0,4.301699996E-2,1.826200075E-2,1.951519996E-1
1.259080386E0,4.170000181E-2,-4.511999898E-3,2.121459991E-1
1.273086007E0,7.702200115E-2,-2.182300016E-2,1.931480020E-1
1.287092333E0,7.702200115E-2,-2.182300016E-2,1.931480020E-1
1.301097906E0,7.990899682E-2,-1.288800035E-2,2.171050012E-1
1.315102766E0,8.392599970E-2,-1.505000051E-3,2.310930043E-1
1.329108362E0,7.650200278E-2,-1.690999954E-3,2.310950011E-1
1.343114761E0,7.650200278E-2,-1.690999954E-3,2.310950011E-1
1.357120339E0,3.322400153E-2,-2.226600051E-2,1.708980054E-1
1.371125180E0,3.973000217E-3,-2.289599925E-2,2.188570052E-1
1.385130756E0,3.973000217E-3,-2.289599925E-2,2.188570052E-1
1.399137165E0,-2.266499959E-2,-4.025999922E-3,1.998320073E-1
1.413142799E0,-5.027699843E-2,-2.163399942E-2,2.119300067E-1
1.427147679E0,-5.027699843E-2,-2.163399942E-2,2.119300067E-1
1.441153232E0,-1.466299966E-2,-3.950899839E-2,2.070370018E-1
1.455159613E0,-2.001499943E-2,-1.811699942E-2,2.530820072E-1
1.469165271E0,-1.571200043E-2,1.248400006E-2,2.360779941E-1
1.483170102E0,-1.571200043E-2,1.248400006E-2,2.360779941E-1
1.497175747E0,3.451799974E-2,2.098199911E-2,2.140299976E-1
1.511182064E0,2.690999955E-2,7.311999798E-3,2.210450023E-1
1.525187665E0,2.690999955E-2,7.311999798E-3,2.210450023E-1
1.539192545E0,2.874200046E-2,-1.593199931E-2,2.572779953E-1
1.553198160E0,-2.059300058E-2,-6.169699878E-2,2.050590068E-1
1.567204588E0,-2.059300058E-2,-6.169699878E-2,2.050590068E-1
1.581210132E0,1.600099914E-2,-3.205100074E-2,9.679800272E-2
1.595214982E0,1.215200033E-2,5.206999835E-3,1.708559990E-1
1.609220612E0,8.031599969E-2,-4.052700102E-2,2.291730046E-1
1.623226992E0,8.031599969E-2,-4.052700102E-2,2.291730046E-1
1.637232612E0,1.803250015E-1,-7.000699639E-2,4.179489911E-1
1.651237453E0,1.163289994E-1,-6.050299853E-2,2.646479905E-1
1.665243092E0,1.163289994E-1,-6.050299853E-2,2.646479905E-1
1.679249414E0,5.933500081E-2,2.040700056E-2,1.563439965E-1
1.693255020E0,-2.328100055E-2,3.022699989E-2,1.411769986E-1
1.707259875E0,-2.328100055E-2,3.022699989E-2,1.411769986E-1
1.721265501E0,-4.378899932E-2,-1.178999990E-2,2.300200015E-1
1.735271871E0,-5.190400034E-2,-6.357999891E-2,3.038659990E-1
1.749277482E0,7.542999927E-3,-5.261100084E-2,2.914279997E-1
1.763282280E0,7.542999927E-3,-5.261100084E-2,2.914279997E-1
1.777287880E0,8.232000284E-3,3.244400024E-2,2.307910025E-1
1.791294246E0,-5.597999785E-3,3.666099906E-2,2.183469981E-1
1.805299833E0,-5.597999785E-3,3.666099906E-2,2.183469981E-1
1.819304646E0,-2.211399935E-2,-1.318900008E-2,1.491719931E-1
1.833310256E0,1.815400086E-2,-3.732699901E-2,1.949100047E-1
1.847316622E0,1.815400086E-2,-3.732699901E-2,1.949100047E-1
1.861322154E0,4.450999945E-2,-7.740200311E-2,2.824279964E-1
1.875326967E0,1.483900007E-2,-6.718599796E-2,2.199559957E-1
1.889332579E0,1.834199950E-2,-2.493499964E-2,1.575440019E-1
1.903338938E0,1.834199950E-2,-2.493499964E-2,1.575440019E-1
1.917344574E0,2.793600038E-2,-1.985199936E-2,2.308389992E-1
1.931349400E0,-7.023000158E-3,-1.231100038E-2,2.393849939E-1
1.945354996E0,-7.023000158E-3,-1.231100038E-2,2.393849939E-1
1.959361400E0,-9.449999779E-4,3.798300028E-2,2.081439942E-1
1.973366915E0,-3.673000028E-3,5.379999988E-3,1.720169932E-1
1.987371858E0,-3.673000028E-3,5.379999988E-3,1.720169932E-1
2.001377381E0,2.938000020E-3,2.074900083E-2,1.989900023E-1
2.015383771E0,6.810999941E-3,-9.885000065E-3,2.029780000E-1
2.029389410E0,4.346700013E-2,-4.688100144E-2,1.868779957E-1
2.043394275E0,4.346700013E-2,-4.688100144E-2,1.868779957E-1
2.057399867E0,4.075099900E-2,-6.403999869E-3,1.576160043E-1
2.071406256E0,1.212500036E-2,-1.767699979E-2,2.056410015E-1
2.085411862E0,1.212500036E-2,-1.767699979E-2,2.056410015E-1
2.099416650E0,4.311999772E-3,-4.209100083E-2,1.987349987E-1
2.113422265E0,9.503999725E-3,-5.941100046E-2,2.467920035E-1
2.127428665E0,9.503999725E-3,-5.941100046E-2,2.467920035E-1
2.141434204E0,4.351099953E-2,-6.666400284E-2,2.467740029E-1
2.155439112E0,3.644999862E-2,-4.396000132E-2,2.126860023E-1
2.169444631E0,3.660000116E-2,2.360399999E-2,2.176669985E-1
2.183450987E0,3.660000116E-2,2.360399999E-2,2.176669985E-1
2.197456592E0,2.026100084E-2,5.675999913E-3,1.836359948E-1
2.211461395E0,7.087999955E-3,2.055000048E-3,2.176460028E-1
2.225467050E0,7.087999955E-3,2.055000048E-3,2.176460028E-1
2.239473391E0,2.611700073E-2,5.588999949E-3,2.196819931E-1
2.253478977E0,2.352800034E-2,1.409900002E-2,2.316800058E-1
2.267483867E0,2.352800034E-2,1.409900002E-2,2.316800058E-1
2.281489443E0,2.646600083E-2,5.800000145E-5,2.417570055E-1
2.295495861E0,-2.059100010E-2,-5.699099973E-2,1.317040026E-1
2.309501515E0,1.634199917E-2,-6.004000083E-3,7.847099751E-2
2.323506352E0,1.634199917E-2,-6.004000083E-3,7.847099751E-2
2.337511943E0,2.474699914E-2,1.894900016E-2,1.354749948E-1
2.351518323E0,-5.264000036E-3,-8.146700263E-2,2.248349935E-1
2.365523957E0,-5.264000036E-3,-8.146700263E-2,2.248349935E-1
2.379528838E0,1.985700056E-2,-1.323689967E-1,3.998109996E-1
2.393534448E0,-3.345400095E-2,-1.115000024E-1,3.615120053E-1
2.407540765E0,-3.345400095E-2,-1.115000024E-1,3.615120053E-1
2.421546424E0,4.534000065E-3,-1.316399965E-2,1.742780060E-1
2.435551260E0,3.266699985E-2,1.623200066E-2,1.073210016E-1
2.449556871E0,3.928700089E-2,2.255300060E-2,1.644310057E-1
2.463563188E0,3.928700089E-2,2.255300060E-2,1.644310057E-1
2.477568799E0,-5.655699968E-2,-3.386999946E-3,2.195249945E-1
2.491573766E0,-1.621999964E-2,9.500000160E-4,2.554689944E-1
2.505579372E0,-1.621999964E-2,9.500000160E-4,2.554689944E-1
2.519585699E0,2.621600032E-2,2.149100043E-2,2.464910001E-1
2.533591328E0,1.165610030E-1,1.628899947E-2,2.106519938E-1
2.547596170E0,1.165610030E-1,1.628899947E-2,2.106519938E-1
2.561601881E0,2.815899998E-2,2.540099993E-2,1.196300015E-1
2.575608189E0,-4.832300171E-2,-4.887299985E-2,2.554920018E-1
2.589613814E0,-4.199999943E-2,-4.263899848E-2,2.003770024E-1
2.603618708E0,-4.199999943E-2,-4.263899848E-2,2.003770024E-1
2.617624324E0,-8.113999851E-3,-8.866100013E-2,1.744080037E-1
2.631630655E0,2.594299987E-2,-3.836800158E-2,2.055210024E-1
2.645636295E0,2.594299987E-2,-3.836800158E-2,2.055210024E-1
2.659641261E0,1.313699968E-2,-4.924499989E-2,2.704919875E-1
2.673646862E0,1.676299982E-2,-3.886500001E-2,2.793459892E-1
2.687653232E0,1.676299982E-2,-3.886500001E-2,2.793459892E-1
2.701658827E0,2.587500028E-2,-1.787899993E-2,2.361519933E-1
2.715663679E0,5.059599876E-2,2.433300018E-2,1.621070057E-1
2.729669275E0,2.865700051E-2,2.007300034E-2,1.711979955E-1
2.743675684E0,2.865700051E-2,2.007300034E-2,1.711979955E-1
2.757681303E0,-1.799299940E-2,-4.778999835E-3,1.882819980E-1
2.771686135E0,-2.577099949E-2,-3.760299832E-2,2.503539920E-1
2.785691736E0,-2.577099949E-2,-3.760299832E-2,2.503539920E-1
2.799698106E0,1.494299993E-2,-5.716099963E-2,2.364210039E-1
2.813703708E0,2.062099986E-2,-3.545700014E-2,2.384389937E-1
2.827708578E0,2.062099986E-2,-3.545700014E-2,2.384389937E-1
2.841714183E0,4.413300008E-2,-1.712599955E-2,1.954620034E-1
2.855720530E0,1.370599959E-2,-2.520800009E-2,1.835249960E-1
2.869726188E0,3.096000059E-3,-5.586000159E-2,2.226260006E-1
2.883731011E0,3.096000059E-3,-5.586000159E-2,2.226260006E-1
2.897736617E0,1.460899971E-2,-7.990100235E-2,2.367649972E-1
2.911743015E0,4.199999967E-4,-6.614100188E-2,2.778970003E-1
2.925748646E0,4.199999967E-4,-6.614100188E-2,2.778970003E-1
2.939753530E0,9.010000154E-3,-3.195500001E-2,2.559289932E-1
2.953759103E0,1.337399986E-2,7.810000097E-4,2.059389949E-1
2.967765468E0,1.337399986E-2,7.810000097E-4,2.059389949E-1
2.981771089E0,1.857000031E-2,1.266999985E-3,1.769639999E-1
2.995775949E0,2.491199970E-2,-1.634000055E-2,1.630019993E-1
3.009781574E0,2.466800064E-2,5.865000188E-3,2.371059954E-1
3.023788002E0,2.466800064E-2,5.865000188E-3,2.371059954E-1
3.037793617E0,-3.640199825E-2,-5.000999942E-2,2.250030041E-1
3.051798435E0,-1.195400022E-2,-2.464199997E-2,1.647260040E-1
3.065804083E0,-1.195400022E-2,-2.464199997E-2,1.647260040E-1
3.079810449E0,-9.290999733E-3,1.545399986E-2,1.404040009E-1
3.093815982E0,-1.372000016E-2,-3.129899874E-2,1.954780072E-1
3.107820848E0,-1.372000016E-2,-3.129899874E-2,1.954780072E-1
3.121826459E0,2.079899982E-2,-1.263539940E-1,3.721280098E-1
3.135832784E0,-2.720200084E-2,-1.182439998E-1,3.437649906E-1
3.149838482E0,-7.977999747E-3,-5.996700004E-2,2.374729961E-1
3.163843337E0,-7.977999747E-3,-5.996700004E-2,2.374729961E-1
3.177848991E0,2.201600000E-2,-2.059699968E-2,1.033620015E-1
3.191855361E0,3.970000148E-2,2.465599962E-2,1.563729942E-1
3.205860972E0,3.970000148E-2,2.465599962E-2,1.563729942E-1
3.219865832E0,6.701000035E-3,2.084399946E-2,1.974360049E-1
3.233871409E0,6.688999943E-3,-1.743200049E-2,2.404240072E-1
3.247877785E0,6.688999943E-3,-1.743200049E-2,2.404240072E-1
3.261883438E0,-4.837499931E-2,-2.803499997E-2,2.043730021E-1
3.275888352E0,-6.001799926E-2,1.281199977E-2,1.704490036E-1
3.289893967E0,-4.939100146E-2,-2.775999950E-3,1.737149954E-1
3.303900433E0,-4.939100146E-2,-2.775999950E-3,1.737149954E-1
3.317906078E0,-9.575000033E-3,-7.219099998E-2,1.999389976E-1
3.331910915E0,2.339100093E-2,-8.706299961E-2,2.790290117E-1
3.345916573E0,2.339100093E-2,-8.706299961E-2,2.790290117E-1
3.359922943E0,-2.733599953E-2,-5.183999985E-2,2.142280042E-1
3.373928549E0,-1.146099996E-2,-2.657900006E-2,1.523900032E-1
3.387933467E0,-1.146099996E-2,-2.657900006E-2,1.523900032E-1
3.401939102E0,1.815200038E-2,-6.401599944E-2,2.793659866E-1
3.415945486E0,4.439099878E-2,-5.849799886E-2,3.631570041E-1
3.429951074E0,6.007599831E-2,-3.799900040E-2,2.768940032E-1
3.443955910E0,6.007599831E-2,-3.799900040E-2,2.768940032E-1
3.457961530E0,7.554399967E-2,-5.688999780E-3,2.185820043E-1
3.471967938E0,7.917600125E-2,2.440799959E-2,1.513130069E-1
3.485973577E0,7.917600125E-2,2.440799959E-2,1.513130069E-1
3.499978506E0,1.107660010E-1,1.381000038E-2,1.340820044E-1
3.513984102E0,6.365799904E-2,-2.642099932E-2,2.088589966E-1
3.527990467E0,6.365799904E-2,-2.642099932E-2,2.088589966E-1
3.541996088E0,6.720100343E-2,-4.335400090E-2,1.935960054E-1
3.556000963E0,6.529899687E-2,-3.228000179E-2,2.222580016E-1
3.570006574E0,5.226700008E-2,-2.975299954E-2,2.339569926E-1
3.584012968E0,5.226700008E-2,-2.975299954E-2,2.339569926E-1
3.598018603E0,3.105200082E-2,-7.003100216E-2,2.116779983E-1
3.612023521E0,-5.582299829E-2,-5.055499822E-2,1.712920070E-1
3.626029151E0,-5.582299829E-2,-5.055499822E-2,1.712920070E-1
3.640035554E0,-7.840099931E-2,-8.754000068E-3,1.800249964E-1
3.654041183E0,-2.876500040E-2,-1.899299957E-2,1.848700047E-1
3.668046025E0,-2.876500040E-2,-1.899299957E-2,1.848700047E-1
3.682051626E0,-2.560999990E-2,-7.502099872E-2,2.377510071E-1
3.696057983E0,-6.938400120E-2,-6.312099844E-2,2.036579996E-1
3.710063574E0,-7.887300104E-2,-1.978800073E-2,1.895180047E-1
3.724068502E0,-7.887300104E-2,-1.978800073E-2,1.895180047E-1
3.738074108E0,-2.803100087E-2,3.010899946E-2,1.983489990E-1
3.752080511E0,1.044700015E-2,-9.902999736E-3,2.222300023E-1
3.766086151E0,1.044700015E-2,-9.902999736E-3,2.222300023E-1
3.780090992E0,4.131700099E-2,-4.170500115E-2,2.341530025E-1
3.794096674E0,3.506200016E-2,-4.328399897E-2,2.661429942E-1
3.808103031E0,3.506200016E-2,-4.328399897E-2,2.661429942E-1
3.822108660E0,-3.734000027E-2,-1.262299996E-2,1.698119938E-1
3.836113501E0,2.918899991E-2,2.917899936E-2,9.036800265E-2
3.850119088E0,6.883099675E-2,1.242899988E-2,2.001260072E-1
3.864125467E0,6.883099675E-2,1.242899988E-2,2.001260072E-1
3.878131103E0,7.743600011E-2,-1.098999977E-1,2.501499951E-1
3.892136026E0,1.941899955E-2,-1.301890016E-1,4.145689905E-1
3.906141655E0,1.941899955E-2,-1.301890016E-1,4.145689905E-1
3.920148040E0,-4.554399848E-2,-4.926199839E-2,2.281280011E-1
3.934153640E0,4.158999771E-3,-1.877699979E-2,9.385699779E-2
3.948158487E0,4.158999771E-3,-1.877699979E-2,9.385699779E-2
3.962164136E0,1.624899916E-2,1.008800045E-2,1.196760014E-1
3.976170574E0,-4.792800173E-2,2.327400073E-2,2.536880076E-1
3.990176194E0,-9.044600278E-2,-1.823000028E-3,2.586359978E-1
4.004181030E0,-9.044600278E-2,-1.823000028E-3,2.586359978E-1
4.018186598E0,-3.381799906E-2,-6.548000034E-3,2.074889988E-1
4.032192997E0,7.630299777E-2,-2.529199980E-2,1.883800030E-1
4.046198627E0,7.630299777E-2,-2.529199980E-2,1.883800030E-1
4.060203559E0,1.029009968E-1,-5.286699906E-2,2.073190063E-1
4.074209189E0,8.817099780E-2,-4.870799929E-2,2.191630006E-1
4.088215545E0,8.817099780E-2,-4.870799929E-2,2.191630006E-1
4.102221126E0,8.926299959E-2,-5.282700062E-2,2.477539927E-1
4.116225997E0,4.304600134E-2,-6.085100025E-2,2.405720055E-1
4.130231685E0,-3.781999927E-3,-9.621799737E-2,1.563870013E-1
4.144238088E0,-3.781999927E-3,-9.621799737E-2,1.563870013E-1
4.158243694E0,3.616200015E-2,-6.553299725E-2,1.663119942E-1
4.172248506E0,-7.253900170E-2,-6.308999844E-3,1.370459944E-1
4.186254127E0,-7.253900170E-2,-6.308999844E-3,1.370459944E-1
4.200260554E0,-1.201839969E-1,2.338000014E-2,1.349589974E-1
4.214266161E0,-1.324220002E-1,3.017700091E-2,1.591619998E-1
4.228271136E0,-1.324220002E-1,3.017700091E-2,1.591619998E-1
4.242276785E0,-5.738700181E-2,-1.142899971E-2,2.096019983E-1
4.256283132E0,-1.798399910E-2,-3.781000152E-2,2.119310051E-1
4.270288728E0,3.709800169E-2,-2.500299923E-2,2.271369994E-1
4.284293583E0,3.709800169E-2,-2.500299923E-2,2.271369994E-1
4.298299271E0,8.962599933E-2,-4.743300006E-2,2.392140031E-1
4.312305665E0,7.237000018E-2,-5.437200144E-2,2.393019944E-1
4.326311329E0,7.237000018E-2,-5.437200144E-2,2.393019944E-1
4.340316141E0,-1.876199991E-2,-3.078700043E-2,1.913979948E-1
4.354321751E0,-2.128499933E-2,-3.862699866E-2,1.694969982E-1
4.368328151E0,-2.128499933E-2,-3.862699866E-2,1.694969982E-1
4.382333847E0,4.225900024E-2,-9.255199879E-2,2.008150071E-1
4.396338709E0,6.221799925E-2,-9.081000090E-2,2.351000011E-1
4.410344285E0,5.586399883E-2,-7.336600125E-2,2.302680016E-1
4.424350680E0,5.586399883E-2,-7.336600125E-2,2.302680016E-1
4.438356305E0,6.503900141E-2,1.832100004E-2,1.962990016E-1
4.452361208E0,1.075059995E-1,5.287000164E-2,1.773200035E-1
4.466366839E0,1.075059995E-1,5.287000164E-2,1.773200035E-1
4.480373271E0,7.348600030E-2,1.825599931E-2,1.734250039E-1
4.494378896E0,-2.576700039E-2,-4.481299967E-2,2.185750008E-1
4.508383752E0,-2.576700039E-2,-4.481299967E-2,2.185750008E-1
4.522389444E0,-3.460599855E-2,-1.170099992E-2,2.407169938E-1
4.536395867E0,-4.718099907E-2,-5.655200034E-2,1.898120046E-1
4.550401477E0,-5.486899987E-2,-8.983000182E-3,1.417720020E-1
4.564406294E0,-5.486899987E-2,-8.983000182E-3,1.417720020E-1
4.578411915E0,-6.345500052E-2,-3.899999894E-3,1.176199988E-1
4.592418395E0,-7.198700309E-2,-8.310600370E-2,2.241230011E-1
4.606424021E0,-7.198700309E-2,-8.310600370E-2,2.241230011E-1
4.620428886E0,2.782499976E-2,-1.729319990E-1,3.911300004E-1
4.634434496E0,1.052000001E-2,-1.364600062E-1,3.938759863E-1
4.648440862E0,1.052000001E-2,-1.364600062E-1,3.938759863E-1
4.662446554E0,2.317499928E-2,-1.970200054E-2,2.066559941E-1
4.676451420E0,1.105189994E-1,1.873899996E-2,8.968199790E-2
4.690457045E0,1.064329967E-1,3.729600087E-2,1.017550007E-1
4.704463415E0,1.064329967E-1,3.729600087E-2,1.017550007E-1
4.718469030E0,8.055300266E-2,9.150999598E-3,1.708959937E-1
4.732473934E0,3.537200019E-2,-1.486300025E-2,2.019529939E-1
4.746479521E0,3.537200019E-2,-1.486300025E-2,2.019529939E-1
4.760485872E0,1.508199982E-2,-2.150299959E-2,2.049389929E-1
4.774491512E0,-2.716900036E-2,-2.293900028E-2,2.089360058E-1
4.788496425E0,-2.716900036E-2,-2.293900028E-2,2.089360058E-1
4.802502030E0,-1.606700011E-2,-3.876800090E-2,1.930480003E-1
4.816508396E0,-1.479800045E-2,-6.158800051E-2,2.190549970E-1
4.830514011E0,-2.224900015E-2,-6.773100048E-2,2.429829985E-1
4.844518862E0,-2.224900015E-2,-6.773100048E-2,2.429829985E-1
4.858524574E0,-3.534600139E-2,-7.694599777E-2,2.140810043E-1
4.872530963E0,-3.711500019E-2,-6.191400066E-2,1.713140011E-1
4.886536560E0,-3.711500019E-2,-6.191400066E-2,1.713140011E-1
4.900541377E0,-1.346999966E-2,-6.433799863E-2,2.244630009E-1
4.914546987E0,-2.814000007E-3,-4.831200093E-2,2.294909954E-1
4.928553381E0,-2.814000007E-3,-4.831200093E-2,2.294909954E-1
4.942559093E0,1.501800027E-2,-2.037899941E-2,2.455150038E-1
4.956563911E0,1.129500009E-2,8.031000383E-3,2.196449935E-1
4.970569583E0,3.713399917E-2,1.595799997E-2,1.578260064E-1
4.984575978E0,3.713399917E-2,1.595799997E-2,1.578260064E-1
4.998581665E0,2.330200002E-2,2.942599915E-2,1.410250068E-1
5.012586496E0,3.669599816E-2,-4.467299953E-2,2.132039964E-1
5.026592097E0,3.669599816E-2,-4.467299953E-2,2.132039964E-1
5.040598500E0,5.958100036E-2,-4.819399863E-2,2.463719994E-1
5.054604131E0,4.434699938E-2,-4.550499842E-2,2.444510013E-1
5.068609030E0,3.051600046E-2,-4.075900093E-2,2.275149971E-1
5.082614644E0,3.051600046E-2,-4.075900093E-2,2.275149971E-1
5.096621034E0,-9.930999950E-3,-5.712199956E-2,2.086499929E-1
5.110626668E0,1.436700020E-2,-5.903499946E-2,1.558260024E-1
5.124631587E0,1.436700020E-2,-5.903499946E-2,1.558260024E-1
5.138637188E0,1.046499982E-2,-4.968800023E-2,1.970440000E-1
5.152643578E0,-1.582900062E-2,-2.307100035E-2,2.472680062E-1
5.166649159E0,-1.582900062E-2,-2.307100035E-2,2.472680062E-1
5.180654101E0,-5.498500168E-2,-3.266699985E-2,2.353799939E-1
5.194659712E0,-4.182500020E-2,-1.908200048E-2,2.115200013E-1
5.208666063E0,-5.816000048E-3,-3.555500135E-2,1.886799932E-1
5.222671698E0,-5.816000048E-3,-3.555500135E-2,1.886799932E-1
5.236676549E0,1.133599970E-2,-8.574999869E-3,1.978490055E-1
5.250682241E0,8.511000313E-3,-1.489300001E-2,2.481130064E-1
5.264688603E0,8.511000313E-3,-1.489300001E-2,2.481130064E-1
5.278694228E0,-1.375200041E-2,-4.285199940E-2,1.910990030E-1
5.292699025E0,4.664099962E-2,-2.495500073E-2,1.598230004E-1
5.306704646E0,4.664099962E-2,-2.495500073E-2,1.598230004E-1
5.320711136E0,3.738100082E-2,-2.743999939E-3,2.198960036E-1
5.334716757E0,7.463400066E-2,-8.960500360E-2,2.770139873E-1
5.348721598E0,3.983600065E-2,-1.378780007E-1,4.536820054E-1
5.362727218E0,3.983600065E-2,-1.378780007E-1,4.536820054E-1
5.376733703E0,-3.033700027E-2,-5.639100075E-2,2.333189994E-1
5.390739295E0,1.396000013E-2,-2.639099956E-2,6.524199992E-2
5.404744141E0,1.396000013E-2,-2.639099956E-2,6.524199992E-2
5.418749728E0,3.918299824E-2,1.960000023E-3,1.012860015E-1
5.432756147E0,7.637999952E-3,2.514000051E-3,2.074429989E-1
5.446761834E0,7.637999952E-3,2.514000051E-3,2.074429989E-1
5.460766665E0,-1.159899961E-2,-2.022900060E-2,2.075040042E-1
